Info,UF,Município,Metro/Interior,Ano_Semana,CasosAcumulados,CasosNovos,ObitosAcumulados,ObitosNovos
COVID19Casos,AC,Acrelândia,Interior,1/2024,3570,1,40,0
COVID19Casos,AC,Assis Brasil,Interior,1/2024,2286,0,26,0
COVID19Casos,AC,Brasiléia,Interior,1/2024,4172,40,52,0
COVID19Casos,AC,Bujari,Interior,1/2024,1681,5,20,1
COVID19Casos,AC,Capixaba,Interior,1/2024,1216,9,19,0
COVID19Casos,AC,Cruzeiro do Sul,Interior,1/2024,18362,613,188,0
COVID19Casos,AC,Epitaciolândia,Interior,1/2024,2246,9,41,0
COVID19Casos,AC,Feijó,Interior,1/2024,4162,9,69,0
COVID19Casos,AC,Jordão,Interior,1/2024,738,0,2,0
COVID19Casos,AC,Mâncio Lima,Interior,1/2024,3167,9,37,0
COVID19Casos,AC,Manoel Urbano,Interior,1/2024,1213,8,18,0
COVID19Casos,AC,Marechal Thaumaturgo,Interior,1/2024,1943,2,15,0
COVID19Casos,AC,Plácido de Castro,Interior,1/2024,3915,21,29,0
COVID19Casos,AC,Porto Acre,Interior,1/2024,2698,12,42,0
COVID19Casos,AC,Porto Walter,Interior,1/2024,583,4,7,0
COVID19Casos,AC,Rio Branco,Reg. Metropolitana,1/2024,89988,647,1230,2
COVID19Casos,AC,Rodrigues Alves,Interior,1/2024,1164,49,14,0
COVID19Casos,AC,Santa Rosa do Purus,Interior,1/2024,1209,0,7,0
COVID19Casos,AC,Sena Madureira,Interior,1/2024,9101,16,87,0
COVID19Casos,AC,Senador Guiomard,Interior,1/2024,3403,25,44,0
COVID19Casos,AC,Tarauacá,Interior,1/2024,7097,6,50,0
COVID19Casos,AC,Xapuri,Interior,1/2024,3616,0,33,0
COVID19Casos,AL,,Interior,1/2024,0,0,0,0
COVID19Casos,AL,Água Branca,Interior,1/2024,1126,0,32,0
COVID19Casos,AL,Anadia,Interior,1/2024,1923,1,40,0
COVID19Casos,AL,Arapiraca,Interior,1/2024,43046,286,596,0
COVID19Casos,AL,Atalaia,Interior,1/2024,2364,12,62,0
COVID19Casos,AL,Barra de Santo Antônio,Reg. Metropolitana,1/2024,659,0,34,0
COVID19Casos,AL,Barra de São Miguel,Reg. Metropolitana,1/2024,1118,8,11,0
COVID19Casos,AL,Batalha,Interior,1/2024,1341,5,25,0
COVID19Casos,AL,Belém,Interior,1/2024,269,0,8,0
COVID19Casos,AL,Belo Monte,Interior,1/2024,696,12,11,0
COVID19Casos,AL,Boca da Mata,Interior,1/2024,2893,2,54,0
COVID19Casos,AL,Branquinha,Interior,1/2024,1224,1,17,0
COVID19Casos,AL,Cacimbinhas,Interior,1/2024,1154,0,13,0
COVID19Casos,AL,Cajueiro,Interior,1/2024,952,2,36,0
COVID19Casos,AL,Campestre,Interior,1/2024,317,0,7,0
COVID19Casos,AL,Campo Alegre,Interior,1/2024,3409,0,87,0
COVID19Casos,AL,Campo Grande,Interior,1/2024,681,0,11,0
COVID19Casos,AL,Canapi,Interior,1/2024,721,0,17,0
COVID19Casos,AL,Capela,Interior,1/2024,1515,1,20,0
COVID19Casos,AL,Carneiros,Interior,1/2024,502,5,11,0
COVID19Casos,AL,Chã Preta,Interior,1/2024,500,0,12,0
COVID19Casos,AL,Coité do Nóia,Interior,1/2024,791,1,23,0
COVID19Casos,AL,Colônia Leopoldina,Interior,1/2024,532,0,23,0
COVID19Casos,AL,Coqueiro Seco,Reg. Metropolitana,1/2024,622,4,9,0
COVID19Casos,AL,Coruripe,Interior,1/2024,6157,17,73,0
COVID19Casos,AL,Craíbas,Interior,1/2024,1692,1,35,0
COVID19Casos,AL,Delmiro Gouveia,Interior,1/2024,6670,10,151,0
COVID19Casos,AL,Dois Riachos,Interior,1/2024,879,1,9,0
COVID19Casos,AL,Estrela de Alagoas,Interior,1/2024,815,0,25,0
COVID19Casos,AL,Feira Grande,Interior,1/2024,1162,0,24,0
COVID19Casos,AL,Feliz Deserto,Interior,1/2024,229,0,5,0
COVID19Casos,AL,Flexeiras,Interior,1/2024,845,0,22,0
COVID19Casos,AL,Girau do Ponciano,Interior,1/2024,2448,2,54,0
COVID19Casos,AL,Ibateguara,Interior,1/2024,1091,1,23,0
COVID19Casos,AL,Igaci,Interior,1/2024,2370,3,39,0
COVID19Casos,AL,Igreja Nova,Interior,1/2024,2366,20,24,0
COVID19Casos,AL,Inhapi,Interior,1/2024,852,0,23,0
COVID19Casos,AL,Jacaré dos Homens,Interior,1/2024,698,0,5,0
COVID19Casos,AL,Jacuípe,Interior,1/2024,377,0,4,0
COVID19Casos,AL,Japaratinga,Interior,1/2024,752,0,16,0
COVID19Casos,AL,Jaramataia,Interior,1/2024,336,2,5,0
COVID19Casos,AL,Jequiá da Praia,Interior,1/2024,889,1,14,0
COVID19Casos,AL,Joaquim Gomes,Interior,1/2024,1009,5,28,0
COVID19Casos,AL,Jundiá,Interior,1/2024,200,0,5,0
COVID19Casos,AL,Junqueiro,Interior,1/2024,1329,0,54,0
COVID19Casos,AL,Lagoa da Canoa,Interior,1/2024,2263,1,26,0
COVID19Casos,AL,Limoeiro de Anadia,Interior,1/2024,2319,3,36,0
COVID19Casos,AL,Maceió,Reg. Metropolitana,1/2024,134958,165,3242,0
COVID19Casos,AL,Major Isidoro,Interior,1/2024,1327,0,25,0
COVID19Casos,AL,Mar Vermelho,Interior,1/2024,356,5,4,0
COVID19Casos,AL,Maragogi,Interior,1/2024,2780,3,55,0
COVID19Casos,AL,Maravilha,Interior,1/2024,514,1,21,0
COVID19Casos,AL,Marechal Deodoro,Reg. Metropolitana,1/2024,8936,11,132,0
COVID19Casos,AL,Maribondo,Interior,1/2024,809,1,18,0
COVID19Casos,AL,Mata Grande,Interior,1/2024,1100,0,28,0
COVID19Casos,AL,Matriz de Camaragibe,Interior,1/2024,1770,0,45,0
COVID19Casos,AL,Messias,Reg. Metropolitana,1/2024,1985,0,34,0
COVID19Casos,AL,Minador do Negrão,Interior,1/2024,466,1,10,0
COVID19Casos,AL,Monteirópolis,Interior,1/2024,309,0,17,0
COVID19Casos,AL,Murici,Reg. Metropolitana,1/2024,1303,1,56,0
COVID19Casos,AL,Novo Lino,Interior,1/2024,414,3,14,0
COVID19Casos,AL,"Olho d'Água das Flores",Interior,1/2024,2135,2,45,0
COVID19Casos,AL,"Olho d'Água do Casado",Interior,1/2024,236,1,8,0
COVID19Casos,AL,"Olho d'Água Grande",Interior,1/2024,253,1,10,0
COVID19Casos,AL,Olivença,Interior,1/2024,611,7,17,0
COVID19Casos,AL,Ouro Branco,Interior,1/2024,994,0,13,0
COVID19Casos,AL,Palestina,Interior,1/2024,584,0,5,0
COVID19Casos,AL,Palmeira dos Índios,Interior,1/2024,7700,12,191,1
COVID19Casos,AL,Pão de Açúcar,Interior,1/2024,1577,0,35,0
COVID19Casos,AL,Pariconha,Interior,1/2024,1082,0,11,0
COVID19Casos,AL,Paripueira,Reg. Metropolitana,1/2024,599,0,29,0
COVID19Casos,AL,Passo de Camaragibe,Interior,1/2024,985,0,24,0
COVID19Casos,AL,Paulo Jacinto,Interior,1/2024,645,10,16,0
COVID19Casos,AL,Penedo,Interior,1/2024,5656,1,103,0
COVID19Casos,AL,Piaçabuçu,Interior,1/2024,1601,25,26,0
COVID19Casos,AL,Pilar,Reg. Metropolitana,1/2024,5360,17,68,0
COVID19Casos,AL,Pindoba,Interior,1/2024,297,0,4,0
COVID19Casos,AL,Piranhas,Interior,1/2024,1969,6,28,0
COVID19Casos,AL,Poço das Trincheiras,Interior,1/2024,739,2,13,0
COVID19Casos,AL,Porto Calvo,Interior,1/2024,1373,0,50,0
COVID19Casos,AL,Porto de Pedras,Interior,1/2024,613,0,15,0
COVID19Casos,AL,Porto Real do Colégio,Interior,1/2024,794,0,24,0
COVID19Casos,AL,Quebrangulo,Interior,1/2024,1540,12,16,0
COVID19Casos,AL,Rio Largo,Reg. Metropolitana,1/2024,5440,22,195,0
COVID19Casos,AL,Roteiro,Interior,1/2024,469,0,14,0
COVID19Casos,AL,Santa Luzia do Norte,Reg. Metropolitana,1/2024,888,0,11,0
COVID19Casos,AL,Santana do Ipanema,Interior,1/2024,6662,47,115,0
COVID19Casos,AL,Santana do Mundaú,Interior,1/2024,996,1,19,0
COVID19Casos,AL,São Brás,Interior,1/2024,520,0,6,0
COVID19Casos,AL,São José da Laje,Interior,1/2024,1493,2,39,0
COVID19Casos,AL,São José da Tapera,Interior,1/2024,1611,1,45,0
COVID19Casos,AL,São Luís do Quitunde,Interior,1/2024,1680,1,28,0
COVID19Casos,AL,São Miguel dos Campos,Interior,1/2024,6217,23,114,0
COVID19Casos,AL,São Miguel dos Milagres,Interior,1/2024,388,0,16,0
COVID19Casos,AL,São Sebastião,Interior,1/2024,2273,0,43,0
COVID19Casos,AL,Satuba,Reg. Metropolitana,1/2024,1806,6,46,0
COVID19Casos,AL,Senador Rui Palmeira,Interior,1/2024,460,0,13,0
COVID19Casos,AL,"Tanque d'Arca",Interior,1/2024,531,0,14,0
COVID19Casos,AL,Taquarana,Interior,1/2024,1215,17,33,0
COVID19Casos,AL,Teotônio Vilela,Interior,1/2024,3341,0,76,0
COVID19Casos,AL,Traipu,Interior,1/2024,922,19,30,0
COVID19Casos,AL,União dos Palmares,Interior,1/2024,4273,23,107,0
COVID19Casos,AL,Viçosa,Interior,1/2024,2787,3,43,0
COVID19Casos,AM,Alvarães,Interior,1/2024,4117,0,46,0
COVID19Casos,AM,Amaturá,Interior,1/2024,2663,0,19,0
COVID19Casos,AM,Anamã,Interior,1/2024,2565,0,11,0
COVID19Casos,AM,Anori,Interior,1/2024,2670,0,33,0
COVID19Casos,AM,Apuí,Interior,1/2024,2481,23,36,0
COVID19Casos,AM,Atalaia do Norte,Interior,1/2024,4286,0,11,0
COVID19Casos,AM,Autazes,Reg. Metropolitana,1/2024,4250,0,102,0
COVID19Casos,AM,Barcelos,Interior,1/2024,5432,0,61,0
COVID19Casos,AM,Barreirinha,Interior,1/2024,4148,0,69,0
COVID19Casos,AM,Benjamin Constant,Interior,1/2024,4162,0,89,0
COVID19Casos,AM,Beruri,Interior,1/2024,2982,0,35,0
COVID19Casos,AM,Boa Vista do Ramos,Interior,1/2024,1929,7,14,0
COVID19Casos,AM,Boca do Acre,Interior,1/2024,5025,0,34,0
COVID19Casos,AM,Borba,Interior,1/2024,4111,0,71,0
COVID19Casos,AM,Caapiranga,Interior,1/2024,1178,0,24,0
COVID19Casos,AM,Canutama,Interior,1/2024,2073,0,11,0
COVID19Casos,AM,Carauari,Interior,1/2024,7976,0,59,0
COVID19Casos,AM,Careiro,Reg. Metropolitana,1/2024,6775,0,93,0
COVID19Casos,AM,Careiro da Várzea,Reg. Metropolitana,1/2024,2409,0,28,0
COVID19Casos,AM,Coari,Interior,1/2024,11964,0,249,0
COVID19Casos,AM,Codajás,Interior,1/2024,3219,0,28,0
COVID19Casos,AM,Eirunepé,Interior,1/2024,5975,0,35,0
COVID19Casos,AM,Envira,Interior,1/2024,3696,0,14,0
COVID19Casos,AM,Fonte Boa,Interior,1/2024,1905,0,45,0
COVID19Casos,AM,Guajará,Interior,1/2024,2313,0,31,0
COVID19Casos,AM,Humaitá,Interior,1/2024,12136,0,160,0
COVID19Casos,AM,Ipixuna,Interior,1/2024,6779,3,21,0
COVID19Casos,AM,Iranduba,Reg. Metropolitana,1/2024,14283,17,178,0
COVID19Casos,AM,Itacoatiara,Reg. Metropolitana,1/2024,17863,2,338,0
COVID19Casos,AM,Itamarati,Interior,1/2024,1133,0,9,0
COVID19Casos,AM,Itapiranga,Reg. Metropolitana,1/2024,4074,0,46,0
COVID19Casos,AM,Japurá,Interior,1/2024,1251,0,12,0
COVID19Casos,AM,Juruá,Interior,1/2024,1103,0,18,0
COVID19Casos,AM,Jutaí,Interior,1/2024,5282,0,44,0
COVID19Casos,AM,Lábrea,Interior,1/2024,10095,6,87,0
COVID19Casos,AM,Manacapuru,Reg. Metropolitana,1/2024,12892,3,421,0
COVID19Casos,AM,Manaquiri,Reg. Metropolitana,1/2024,3245,0,55,0
COVID19Casos,AM,Manaus,Reg. Metropolitana,1/2024,319308,149,9947,0
COVID19Casos,AM,Manicoré,Interior,1/2024,8704,0,110,0
COVID19Casos,AM,Maraã,Interior,1/2024,2897,0,23,0
COVID19Casos,AM,Maués,Interior,1/2024,7912,0,139,0
COVID19Casos,AM,Nhamundá,Interior,1/2024,2359,0,42,0
COVID19Casos,AM,Nova Olinda do Norte,Interior,1/2024,3271,0,71,0
COVID19Casos,AM,Novo Airão,Reg. Metropolitana,1/2024,3899,0,37,0
COVID19Casos,AM,Novo Aripuanã,Interior,1/2024,3555,0,31,0
COVID19Casos,AM,Parintins,Interior,1/2024,12607,6,360,0
COVID19Casos,AM,Pauini,Interior,1/2024,3701,0,24,0
COVID19Casos,AM,Presidente Figueiredo,Reg. Metropolitana,1/2024,8622,1,123,0
COVID19Casos,AM,Rio Preto da Eva,Reg. Metropolitana,1/2024,7502,0,86,0
COVID19Casos,AM,Santa Isabel do Rio Negro,Interior,1/2024,3243,0,57,0
COVID19Casos,AM,Santo Antônio do Içá,Interior,1/2024,2345,0,50,0
COVID19Casos,AM,São Gabriel da Cachoeira,Interior,1/2024,13270,0,113,0
COVID19Casos,AM,São Paulo de Olivença,Interior,1/2024,6699,0,68,0
COVID19Casos,AM,São Sebastião do Uatumã,Interior,1/2024,2205,0,19,0
COVID19Casos,AM,Silves,Reg. Metropolitana,1/2024,2311,0,22,0
COVID19Casos,AM,Tabatinga,Interior,1/2024,5387,0,130,0
COVID19Casos,AM,Tapauá,Interior,1/2024,2395,0,26,0
COVID19Casos,AM,Tefé,Interior,1/2024,14096,1,205,0
COVID19Casos,AM,Tonantins,Interior,1/2024,2264,0,42,0
COVID19Casos,AM,Uarini,Interior,1/2024,2555,0,26,0
COVID19Casos,AM,Urucará,Interior,1/2024,3407,0,56,0
COVID19Casos,AM,Urucurituba,Interior,1/2024,3949,0,40,0
COVID19Casos,AP,Amapá,Interior,1/2024,2132,0,13,0
COVID19Casos,AP,Calçoene,Interior,1/2024,3351,67,15,0
COVID19Casos,AP,Cutias,Interior,1/2024,1181,1,7,0
COVID19Casos,AP,Ferreira Gomes,Interior,1/2024,2280,0,7,0
COVID19Casos,AP,Itaubal,Interior,1/2024,949,0,3,0
COVID19Casos,AP,Laranjal do Jari,Interior,1/2024,11195,0,97,0
COVID19Casos,AP,Macapá,Reg. Metropolitana,1/2024,100294,403,1617,0
COVID19Casos,AP,Mazagão,Reg. Metropolitana,1/2024,4591,0,28,0
COVID19Casos,AP,Oiapoque,Interior,1/2024,8417,0,54,0
COVID19Casos,AP,Pedra Branca do Amapari,Interior,1/2024,4445,0,14,0
COVID19Casos,AP,Porto Grande,Interior,1/2024,3992,41,30,0
COVID19Casos,AP,Pracuúba,Interior,1/2024,601,0,6,0
COVID19Casos,AP,Santana,Reg. Metropolitana,1/2024,34820,38,227,0
COVID19Casos,AP,Serra do Navio,Interior,1/2024,2031,0,5,0
COVID19Casos,AP,Tartarugalzinho,Interior,1/2024,2605,14,19,0
COVID19Casos,AP,Vitória do Jari,Interior,1/2024,4505,0,28,0
COVID19Casos,BA,,Interior,1/2024,22267,0,361,0
COVID19Casos,BA,Abaíra,Interior,1/2024,363,0,17,0
COVID19Casos,BA,Abaré,Interior,1/2024,3020,0,18,0
COVID19Casos,BA,Acajutiba,Interior,1/2024,766,1,28,0
COVID19Casos,BA,Adustina,Interior,1/2024,1817,3,30,0
COVID19Casos,BA,Água Fria,Interior,1/2024,543,0,13,0
COVID19Casos,BA,Aiquara,Interior,1/2024,700,0,12,0
COVID19Casos,BA,Alagoinhas,Interior,1/2024,20894,11,373,0
COVID19Casos,BA,Alcobaça,Interior,1/2024,2967,0,33,0
COVID19Casos,BA,Almadina,Interior,1/2024,898,0,13,0
COVID19Casos,BA,Amargosa,Interior,1/2024,5414,1,71,0
COVID19Casos,BA,Amélia Rodrigues,Interior,1/2024,3204,0,57,0
COVID19Casos,BA,América Dourada,Interior,1/2024,1376,0,14,0
COVID19Casos,BA,Anagé,Interior,1/2024,1333,0,33,0
COVID19Casos,BA,Andaraí,Interior,1/2024,1539,0,15,0
COVID19Casos,BA,Andorinha,Interior,1/2024,1682,0,22,0
COVID19Casos,BA,Angical,Interior,1/2024,1371,0,22,0
COVID19Casos,BA,Anguera,Interior,1/2024,800,1,6,0
COVID19Casos,BA,Antas,Interior,1/2024,1514,0,15,0
COVID19Casos,BA,Antônio Cardoso,Interior,1/2024,1281,0,13,0
COVID19Casos,BA,Antônio Gonçalves,Interior,1/2024,1273,0,12,0
COVID19Casos,BA,Aporá,Interior,1/2024,737,0,25,0
COVID19Casos,BA,Apuarema,Interior,1/2024,949,0,13,0
COVID19Casos,BA,Araçás,Interior,1/2024,1092,2,16,0
COVID19Casos,BA,Aracatu,Interior,1/2024,1494,0,23,0
COVID19Casos,BA,Araci,Interior,1/2024,4807,1,65,1
COVID19Casos,BA,Aramari,Interior,1/2024,1085,2,16,0
COVID19Casos,BA,Arataca,Interior,1/2024,982,3,17,0
COVID19Casos,BA,Aratuípe,Interior,1/2024,1233,0,15,0
COVID19Casos,BA,Aurelino Leal,Interior,1/2024,1396,1,41,0
COVID19Casos,BA,Baianópolis,Interior,1/2024,1394,0,27,0
COVID19Casos,BA,Baixa Grande,Interior,1/2024,1523,0,28,0
COVID19Casos,BA,Banzaê,Interior,1/2024,1507,0,14,0
COVID19Casos,BA,Barra,Interior,1/2024,3699,0,72,0
COVID19Casos,BA,Barra da Estiva,Interior,1/2024,4022,0,39,0
COVID19Casos,BA,Barra do Choça,Interior,1/2024,3071,0,47,0
COVID19Casos,BA,Barra do Mendes,Interior,1/2024,1708,0,24,0
COVID19Casos,BA,Barra do Rocha,Interior,1/2024,854,0,8,0
COVID19Casos,BA,Barreiras,Interior,1/2024,27119,0,359,0
COVID19Casos,BA,Barro Alto,Interior,1/2024,1417,0,17,0
COVID19Casos,BA,Barro Preto,Interior,1/2024,788,0,15,0
COVID19Casos,BA,Barrocas,Interior,1/2024,1191,0,31,0
COVID19Casos,BA,Belmonte,Interior,1/2024,1934,0,33,0
COVID19Casos,BA,Belo Campo,Interior,1/2024,1366,1,23,0
COVID19Casos,BA,Biritinga,Interior,1/2024,1171,0,14,0
COVID19Casos,BA,Boa Nova,Interior,1/2024,1394,0,23,0
COVID19Casos,BA,Boa Vista do Tupim,Interior,1/2024,323,0,15,0
COVID19Casos,BA,Bom Jesus da Lapa,Interior,1/2024,8798,0,115,0
COVID19Casos,BA,Bom Jesus da Serra,Interior,1/2024,724,0,13,0
COVID19Casos,BA,Boninal,Interior,1/2024,1277,11,12,0
COVID19Casos,BA,Bonito,Interior,1/2024,1762,0,18,0
COVID19Casos,BA,Boquira,Interior,1/2024,1215,2,32,0
COVID19Casos,BA,Botuporã,Interior,1/2024,1235,0,8,0
COVID19Casos,BA,Brejões,Interior,1/2024,1528,0,20,0
COVID19Casos,BA,Brejolândia,Interior,1/2024,441,0,13,0
COVID19Casos,BA,Brotas de Macaúbas,Interior,1/2024,703,0,9,0
COVID19Casos,BA,Brumado,Interior,1/2024,12087,0,212,0
COVID19Casos,BA,Buerarema,Interior,1/2024,1800,0,53,0
COVID19Casos,BA,Buritirama,Interior,1/2024,1630,0,30,0
COVID19Casos,BA,Caatiba,Interior,1/2024,1086,0,17,0
COVID19Casos,BA,Cabaceiras do Paraguaçu,Interior,1/2024,1713,1,9,1
COVID19Casos,BA,Cachoeira,Interior,1/2024,3786,0,34,0
COVID19Casos,BA,Caculé,Interior,1/2024,3614,0,36,0
COVID19Casos,BA,Caém,Interior,1/2024,1184,3,10,0
COVID19Casos,BA,Caetanos,Interior,1/2024,862,0,15,0
COVID19Casos,BA,Caetité,Interior,1/2024,7465,0,64,0
COVID19Casos,BA,Cafarnaum,Interior,1/2024,1339,0,24,0
COVID19Casos,BA,Cairu,Interior,1/2024,2083,1,19,0
COVID19Casos,BA,Caldeirão Grande,Interior,1/2024,763,0,7,0
COVID19Casos,BA,Camacan,Interior,1/2024,4012,0,102,0
COVID19Casos,BA,Camaçari,Reg. Metropolitana,1/2024,36039,15,708,0
COVID19Casos,BA,Camamu,Interior,1/2024,3410,0,67,0
COVID19Casos,BA,Campo Alegre de Lourdes,Interior,1/2024,1341,0,41,0
COVID19Casos,BA,Campo Formoso,Interior,1/2024,6977,1,85,0
COVID19Casos,BA,Canápolis,Interior,1/2024,966,0,10,0
COVID19Casos,BA,Canarana,Interior,1/2024,1882,0,46,0
COVID19Casos,BA,Canavieiras,Interior,1/2024,1776,0,91,0
COVID19Casos,BA,Candeal,Interior,1/2024,884,0,7,0
COVID19Casos,BA,Candeias,Reg. Metropolitana,1/2024,11382,0,212,0
COVID19Casos,BA,Candiba,Interior,1/2024,1503,4,23,0
COVID19Casos,BA,Cândido Sales,Interior,1/2024,2581,0,61,0
COVID19Casos,BA,Cansanção,Interior,1/2024,2299,0,48,0
COVID19Casos,BA,Canudos,Interior,1/2024,1187,0,19,0
COVID19Casos,BA,Capela do Alto Alegre,Interior,1/2024,1634,0,23,0
COVID19Casos,BA,Capim Grosso,Interior,1/2024,4234,1,41,0
COVID19Casos,BA,Caraíbas,Interior,1/2024,734,0,9,0
COVID19Casos,BA,Caravelas,Interior,1/2024,2466,1,18,0
COVID19Casos,BA,Cardeal da Silva,Interior,1/2024,749,3,8,0
COVID19Casos,BA,Carinhanha,Interior,1/2024,1834,0,35,0
COVID19Casos,BA,Casa Nova,Interior,1/2024,3521,0,81,0
COVID19Casos,BA,Castro Alves,Interior,1/2024,3068,1,45,0
COVID19Casos,BA,Catolândia,Interior,1/2024,600,0,2,0
COVID19Casos,BA,Catu,Interior,1/2024,9289,3,112,0
COVID19Casos,BA,Caturama,Interior,1/2024,287,0,11,0
COVID19Casos,BA,Central,Interior,1/2024,1518,0,20,0
COVID19Casos,BA,Chorrochó,Interior,1/2024,943,0,17,0
COVID19Casos,BA,Cícero Dantas,Interior,1/2024,3065,0,63,0
COVID19Casos,BA,Cipó,Interior,1/2024,1897,4,19,0
COVID19Casos,BA,Coaraci,Interior,1/2024,2845,0,60,0
COVID19Casos,BA,Cocos,Interior,1/2024,2356,3,25,0
COVID19Casos,BA,Conceição da Feira,Interior,1/2024,2569,0,35,0
COVID19Casos,BA,Conceição do Almeida,Interior,1/2024,4182,0,34,0
COVID19Casos,BA,Conceição do Coité,Interior,1/2024,11265,0,59,0
COVID19Casos,BA,Conceição do Jacuípe,Interior,1/2024,5163,0,49,0
COVID19Casos,BA,Conde,Interior,1/2024,1314,0,18,0
COVID19Casos,BA,Condeúba,Interior,1/2024,2310,0,36,0
COVID19Casos,BA,Contendas do Sincorá,Interior,1/2024,409,0,7,0
COVID19Casos,BA,Coração de Maria,Interior,1/2024,3125,0,27,0
COVID19Casos,BA,Cordeiros,Interior,1/2024,1176,0,10,0
COVID19Casos,BA,Coribe,Interior,1/2024,2026,3,23,0
COVID19Casos,BA,Coronel João Sá,Interior,1/2024,1770,0,21,0
COVID19Casos,BA,Correntina,Interior,1/2024,4833,0,51,0
COVID19Casos,BA,Cotegipe,Interior,1/2024,1431,0,26,0
COVID19Casos,BA,Cravolândia,Interior,1/2024,864,0,2,0
COVID19Casos,BA,Crisópolis,Interior,1/2024,771,0,20,0
COVID19Casos,BA,Cristópolis,Interior,1/2024,1430,0,11,0
COVID19Casos,BA,Cruz das Almas,Interior,1/2024,8674,1,82,0
COVID19Casos,BA,Curaçá,Interior,1/2024,2403,0,41,0
COVID19Casos,BA,Dário Meira,Interior,1/2024,1258,0,23,0
COVID19Casos,BA,"Dias d'Ávila",Reg. Metropolitana,1/2024,7862,2,191,0
COVID19Casos,BA,Dom Basílio,Interior,1/2024,1672,0,19,0
COVID19Casos,BA,Dom Macedo Costa,Interior,1/2024,511,0,10,0
COVID19Casos,BA,Elísio Medrado,Interior,1/2024,831,11,10,0
COVID19Casos,BA,Encruzilhada,Interior,1/2024,963,0,25,0
COVID19Casos,BA,Entre Rios,Interior,1/2024,2517,0,53,0
COVID19Casos,BA,Érico Cardoso,Interior,1/2024,760,0,6,0
COVID19Casos,BA,Esplanada,Interior,1/2024,3438,0,39,0
COVID19Casos,BA,Euclides da Cunha,Interior,1/2024,4718,2,71,0
COVID19Casos,BA,Eunápolis,Interior,1/2024,18196,6,268,0
COVID19Casos,BA,Fátima,Interior,1/2024,1727,0,19,0
COVID19Casos,BA,Feira da Mata,Interior,1/2024,691,0,6,0
COVID19Casos,BA,Feira de Santana,Interior,1/2024,85961,22,1234,1
COVID19Casos,BA,Filadélfia,Interior,1/2024,1442,0,37,0
COVID19Casos,BA,Firmino Alves,Interior,1/2024,481,0,14,0
COVID19Casos,BA,Floresta Azul,Interior,1/2024,1191,0,24,0
COVID19Casos,BA,Formosa do Rio Preto,Interior,1/2024,2875,0,37,0
COVID19Casos,BA,Gandu,Interior,1/2024,4195,0,67,0
COVID19Casos,BA,Gavião,Interior,1/2024,657,0,5,0
COVID19Casos,BA,Gentio do Ouro,Interior,1/2024,1035,0,13,0
COVID19Casos,BA,Glória,Interior,1/2024,2082,0,26,0
COVID19Casos,BA,Gongogi,Interior,1/2024,1072,0,20,0
COVID19Casos,BA,Governador Mangabeira,Interior,1/2024,2064,0,24,0
COVID19Casos,BA,Guajeru,Interior,1/2024,734,0,10,0
COVID19Casos,BA,Guanambi,Interior,1/2024,17651,4,163,0
COVID19Casos,BA,Guaratinga,Interior,1/2024,1753,2,51,0
COVID19Casos,BA,Heliópolis,Interior,1/2024,1415,1,16,0
COVID19Casos,BA,Iaçu,Interior,1/2024,3206,0,55,0
COVID19Casos,BA,Ibiassucê,Interior,1/2024,2560,0,11,0
COVID19Casos,BA,Ibicaraí,Interior,1/2024,3457,0,77,0
COVID19Casos,BA,Ibicoara,Interior,1/2024,1811,0,14,0
COVID19Casos,BA,Ibicuí,Interior,1/2024,1529,0,30,0
COVID19Casos,BA,Ibipeba,Interior,1/2024,1410,0,14,0
COVID19Casos,BA,Ibipitanga,Interior,1/2024,2076,0,26,0
COVID19Casos,BA,Ibiquera,Interior,1/2024,196,0,6,0
COVID19Casos,BA,Ibirapitanga,Interior,1/2024,2361,0,47,0
COVID19Casos,BA,Ibirapuã,Interior,1/2024,1988,0,19,0
COVID19Casos,BA,Ibirataia,Interior,1/2024,2835,0,50,0
COVID19Casos,BA,Ibitiara,Interior,1/2024,1674,1,14,0
COVID19Casos,BA,Ibititá,Interior,1/2024,1855,0,32,0
COVID19Casos,BA,Ibotirama,Interior,1/2024,1780,0,57,0
COVID19Casos,BA,Ichu,Interior,1/2024,792,0,4,0
COVID19Casos,BA,Igaporã,Interior,1/2024,1536,0,25,0
COVID19Casos,BA,Igrapiúna,Interior,1/2024,889,0,14,0
COVID19Casos,BA,Iguaí,Interior,1/2024,1720,0,43,0
COVID19Casos,BA,Ilhéus,Interior,1/2024,27517,1,651,0
COVID19Casos,BA,Inhambupe,Interior,1/2024,2901,0,53,0
COVID19Casos,BA,Ipecaetá,Interior,1/2024,764,1,13,0
COVID19Casos,BA,Ipiaú,Interior,1/2024,5548,1,101,0
COVID19Casos,BA,Ipirá,Interior,1/2024,3386,0,80,0
COVID19Casos,BA,Ipupiara,Interior,1/2024,909,0,7,0
COVID19Casos,BA,Irajuba,Interior,1/2024,485,0,2,0
COVID19Casos,BA,Iramaia,Interior,1/2024,714,0,17,0
COVID19Casos,BA,Iraquara,Interior,1/2024,2738,0,23,0
COVID19Casos,BA,Irará,Interior,1/2024,3149,0,37,0
COVID19Casos,BA,Irecê,Interior,1/2024,15857,1,172,0
COVID19Casos,BA,Itabela,Interior,1/2024,2975,0,80,0
COVID19Casos,BA,Itaberaba,Interior,1/2024,8610,0,178,0
