Info,UF,Município,Metro/Interior,Ano_Semana,CasosAcumulados,CasosNovos,ObitosAcumulados,ObitosNovos
COVID19Casos,PB,Pedra Branca,Interior,1/2024,744,0,7,0
COVID19Casos,PB,Pedra Lavrada,Interior,1/2024,736,1,3,0
COVID19Casos,PB,Pedras de Fogo,Reg. Metropolitana,1/2024,3972,4,58,0
COVID19Casos,PB,Pedro Régis,Interior,1/2024,702,0,9,0
COVID19Casos,PB,Piancó,Interior,1/2024,3385,9,36,0
COVID19Casos,PB,Picuí,Interior,1/2024,4571,63,50,0
COVID19Casos,PB,Pilar,Interior,1/2024,2289,8,36,0
COVID19Casos,PB,Pilões,Interior,1/2024,384,0,11,0
COVID19Casos,PB,Pilõezinhos,Interior,1/2024,788,0,14,0
COVID19Casos,PB,Pirpirituba,Interior,1/2024,971,0,18,0
COVID19Casos,PB,Pitimbu,Reg. Metropolitana,1/2024,2444,0,25,0
COVID19Casos,PB,Pocinhos,Interior,1/2024,3139,0,31,0
COVID19Casos,PB,Poço Dantas,Interior,1/2024,387,0,5,0
COVID19Casos,PB,Poço de José de Moura,Interior,1/2024,419,0,8,0
COVID19Casos,PB,Pombal,Interior,1/2024,10798,13,92,0
COVID19Casos,PB,Prata,Interior,1/2024,839,0,6,0
COVID19Casos,PB,Princesa Isabel,Interior,1/2024,4149,7,55,0
COVID19Casos,PB,Puxinanã,Interior,1/2024,1108,0,8,0
COVID19Casos,PB,Queimadas,Interior,1/2024,7351,17,101,0
COVID19Casos,PB,Quixaba,Interior,1/2024,174,0,2,0
COVID19Casos,PB,Remígio,Interior,1/2024,2262,2,35,0
COVID19Casos,PB,Riachão,Interior,1/2024,265,0,5,0
COVID19Casos,PB,Riachão do Bacamarte,Interior,1/2024,832,3,1,0
COVID19Casos,PB,Riachão do Poço,Interior,1/2024,404,1,7,0
COVID19Casos,PB,Riacho de Santo Antônio,Interior,1/2024,298,1,6,0
COVID19Casos,PB,Riacho dos Cavalos,Interior,1/2024,1587,4,20,0
COVID19Casos,PB,Rio Tinto,Reg. Metropolitana,1/2024,5129,9,62,0
COVID19Casos,PB,Salgadinho,Interior,1/2024,261,0,3,0
COVID19Casos,PB,Salgado de São Félix,Interior,1/2024,1256,0,15,0
COVID19Casos,PB,Santa Cecília,Interior,1/2024,1020,2,6,0
COVID19Casos,PB,Santa Cruz,Interior,1/2024,1780,2,10,0
COVID19Casos,PB,Santa Helena,Interior,1/2024,1390,0,14,0
COVID19Casos,PB,Santa Inês,Interior,1/2024,141,0,8,0
COVID19Casos,PB,Santa Luzia,Interior,1/2024,4096,55,35,0
COVID19Casos,PB,Santa Rita,Reg. Metropolitana,1/2024,13875,31,391,0
COVID19Casos,PB,Santa Teresinha,Interior,1/2024,700,0,14,0
COVID19Casos,PB,Santana de Mangueira,Interior,1/2024,762,0,6,0
COVID19Casos,PB,Santana dos Garrotes,Interior,1/2024,506,0,11,0
COVID19Casos,PB,Santo André,Interior,1/2024,532,19,4,0
COVID19Casos,PB,São Bentinho,Interior,1/2024,1202,0,10,0
COVID19Casos,PB,São Bento,Interior,1/2024,8181,6,77,0
COVID19Casos,PB,São Domingos,Interior,1/2024,363,0,2,0
COVID19Casos,PB,São Domingos do Cariri,Interior,1/2024,457,9,5,0
COVID19Casos,PB,São Francisco,Interior,1/2024,757,6,5,0
COVID19Casos,PB,São João do Cariri,Interior,1/2024,525,1,6,0
COVID19Casos,PB,São João do Rio do Peixe,Interior,1/2024,1858,0,38,0
COVID19Casos,PB,São João do Tigre,Interior,1/2024,346,0,6,0
COVID19Casos,PB,São José da Lagoa Tapada,Interior,1/2024,2154,4,10,0
COVID19Casos,PB,São José de Caiana,Interior,1/2024,638,1,10,0
COVID19Casos,PB,São José de Espinharas,Interior,1/2024,996,4,7,0
COVID19Casos,PB,São José de Piranhas,Interior,1/2024,4500,7,49,0
COVID19Casos,PB,São José de Princesa,Interior,1/2024,277,0,1,0
COVID19Casos,PB,São José do Bonfim,Interior,1/2024,356,0,7,0
COVID19Casos,PB,São José do Brejo do Cruz,Interior,1/2024,503,0,1,0
COVID19Casos,PB,São José do Sabugi,Interior,1/2024,990,0,8,0
COVID19Casos,PB,São José dos Cordeiros,Interior,1/2024,160,0,8,0
COVID19Casos,PB,São José dos Ramos,Interior,1/2024,878,8,7,0
COVID19Casos,PB,São Mamede,Interior,1/2024,1147,4,35,0
COVID19Casos,PB,São Miguel de Taipu,Interior,1/2024,759,0,11,0
COVID19Casos,PB,São Sebastião de Lagoa de Roça,Interior,1/2024,1900,0,22,0
COVID19Casos,PB,São Sebastião do Umbuzeiro,Interior,1/2024,389,0,6,0
COVID19Casos,PB,São Vicente do Seridó,Interior,1/2024,1248,7,3,0
COVID19Casos,PB,Sapé,Interior,1/2024,5916,16,125,0
COVID19Casos,PB,Serra Branca,Interior,1/2024,1871,0,41,0
COVID19Casos,PB,Serra da Raiz,Interior,1/2024,1040,0,6,0
COVID19Casos,PB,Serra Grande,Interior,1/2024,434,0,8,0
COVID19Casos,PB,Serra Redonda,Interior,1/2024,1337,0,15,0
COVID19Casos,PB,Serraria,Interior,1/2024,1054,0,13,0
COVID19Casos,PB,Sertãozinho,Interior,1/2024,1074,0,7,0
COVID19Casos,PB,Sobrado,Interior,1/2024,1121,0,11,0
COVID19Casos,PB,Solânea,Interior,1/2024,5037,3,54,0
COVID19Casos,PB,Soledade,Interior,1/2024,2160,2,17,0
COVID19Casos,PB,Sossêgo,Interior,1/2024,419,21,3,0
COVID19Casos,PB,Sousa,Interior,1/2024,7999,1,175,0
COVID19Casos,PB,Sumé,Interior,1/2024,3972,27,47,0
COVID19Casos,PB,Tacima,Interior,1/2024,708,0,11,0
COVID19Casos,PB,Taperoá,Interior,1/2024,1838,14,23,0
COVID19Casos,PB,Tavares,Interior,1/2024,1490,6,19,0
COVID19Casos,PB,Teixeira,Interior,1/2024,2967,9,41,0
COVID19Casos,PB,Tenório,Interior,1/2024,275,2,4,0
COVID19Casos,PB,Triunfo,Interior,1/2024,2021,0,24,0
COVID19Casos,PB,Uiraúna,Interior,1/2024,1696,7,32,0
COVID19Casos,PB,Umbuzeiro,Interior,1/2024,1271,14,14,0
COVID19Casos,PB,Várzea,Interior,1/2024,687,0,1,0
COVID19Casos,PB,Vieirópolis,Interior,1/2024,441,0,9,0
COVID19Casos,PB,Vista Serrana,Interior,1/2024,772,0,7,0
COVID19Casos,PB,Zabelê,Interior,1/2024,326,6,1,0
COVID19Casos,PE,,Interior,1/2024,0,0,0,0
COVID19Casos,PE,Abreu e Lima,Reg. Metropolitana,1/2024,6439,0,266,0
COVID19Casos,PE,Afogados da Ingazeira,Interior,1/2024,10570,0,84,0
COVID19Casos,PE,Afrânio,Interior,1/2024,1787,0,16,0
COVID19Casos,PE,Agrestina,Interior,1/2024,3231,0,75,0
COVID19Casos,PE,Água Preta,Interior,1/2024,2529,0,71,0
COVID19Casos,PE,Águas Belas,Interior,1/2024,3574,0,53,0
COVID19Casos,PE,Alagoinha,Interior,1/2024,3752,0,31,0
COVID19Casos,PE,Aliança,Interior,1/2024,2728,0,88,0
COVID19Casos,PE,Altinho,Interior,1/2024,2020,0,30,0
COVID19Casos,PE,Amaraji,Interior,1/2024,1503,0,51,0
COVID19Casos,PE,Angelim,Interior,1/2024,338,0,16,0
COVID19Casos,PE,Araçoiaba,Reg. Metropolitana,1/2024,1332,0,34,0
COVID19Casos,PE,Araripina,Interior,1/2024,12585,0,185,0
COVID19Casos,PE,Arcoverde,Interior,1/2024,13431,0,150,0
COVID19Casos,PE,Barra de Guabiraba,Interior,1/2024,1056,0,21,0
COVID19Casos,PE,Barreiros,Interior,1/2024,1996,0,69,0
COVID19Casos,PE,Belém de Maria,Interior,1/2024,548,0,10,0
COVID19Casos,PE,Belém do São Francisco,Interior,1/2024,2504,0,25,0
COVID19Casos,PE,Belo Jardim,Interior,1/2024,10669,0,143,0
COVID19Casos,PE,Betânia,Interior,1/2024,1288,0,19,0
COVID19Casos,PE,Bezerros,Interior,1/2024,10159,0,132,0
COVID19Casos,PE,Bodocó,Interior,1/2024,3503,0,48,0
COVID19Casos,PE,Bom Conselho,Interior,1/2024,4074,0,93,0
COVID19Casos,PE,Bom Jardim,Interior,1/2024,3412,0,78,0
COVID19Casos,PE,Bonito,Interior,1/2024,3212,0,48,0
COVID19Casos,PE,Brejão,Interior,1/2024,689,0,11,0
COVID19Casos,PE,Brejinho,Interior,1/2024,1315,0,22,0
COVID19Casos,PE,Brejo da Madre de Deus,Interior,1/2024,4496,0,64,0
COVID19Casos,PE,Buenos Aires,Interior,1/2024,757,0,29,0
COVID19Casos,PE,Buíque,Interior,1/2024,3248,0,64,0
COVID19Casos,PE,Cabo de Santo Agostinho,Reg. Metropolitana,1/2024,20137,0,575,0
COVID19Casos,PE,Cabrobó,Interior,1/2024,5770,0,40,0
COVID19Casos,PE,Cachoeirinha,Interior,1/2024,1181,0,38,0
COVID19Casos,PE,Caetés,Interior,1/2024,3071,0,29,0
COVID19Casos,PE,Calçado,Interior,1/2024,1084,0,9,0
COVID19Casos,PE,Calumbi,Interior,1/2024,1365,0,7,0
COVID19Casos,PE,Camaragibe,Reg. Metropolitana,1/2024,14855,0,481,0
COVID19Casos,PE,Camocim de São Félix,Interior,1/2024,1355,0,25,0
COVID19Casos,PE,Camutanga,Interior,1/2024,1428,0,26,0
COVID19Casos,PE,Canhotinho,Interior,1/2024,1795,0,35,0
COVID19Casos,PE,Capoeiras,Interior,1/2024,2332,0,28,0
COVID19Casos,PE,Carnaíba,Interior,1/2024,4470,0,44,0
COVID19Casos,PE,Carnaubeira da Penha,Interior,1/2024,2477,0,12,0
COVID19Casos,PE,Carpina,Interior,1/2024,10595,0,165,0
COVID19Casos,PE,Caruaru,Interior,1/2024,66413,0,784,0
COVID19Casos,PE,Casinhas,Interior,1/2024,787,0,14,0
COVID19Casos,PE,Catende,Interior,1/2024,2291,0,77,0
COVID19Casos,PE,Cedro,Interior,1/2024,3772,0,24,0
COVID19Casos,PE,Chã de Alegria,Interior,1/2024,849,0,25,0
COVID19Casos,PE,Chã Grande,Interior,1/2024,1019,0,33,0
COVID19Casos,PE,Condado,Interior,1/2024,3170,0,47,0
COVID19Casos,PE,Correntes,Interior,1/2024,780,0,14,0
COVID19Casos,PE,Cortês,Interior,1/2024,648,0,28,0
COVID19Casos,PE,Cumaru,Interior,1/2024,1660,0,22,0
COVID19Casos,PE,Cupira,Interior,1/2024,3888,0,58,0
COVID19Casos,PE,Custódia,Interior,1/2024,1196,0,69,0
COVID19Casos,PE,Dormentes,Interior,1/2024,3025,0,12,0
COVID19Casos,PE,Escada,Interior,1/2024,2870,0,112,0
COVID19Casos,PE,Exu,Interior,1/2024,6534,0,65,0
COVID19Casos,PE,Feira Nova,Interior,1/2024,3011,0,63,0
COVID19Casos,PE,Fernando de Noronha,Interior,1/2024,648,0,2,0
COVID19Casos,PE,Ferreiros,Interior,1/2024,1679,0,22,0
COVID19Casos,PE,Flores,Interior,1/2024,2220,0,43,0
COVID19Casos,PE,Floresta,Interior,1/2024,4467,0,35,0
COVID19Casos,PE,Frei Miguelinho,Interior,1/2024,2320,0,28,0
COVID19Casos,PE,Gameleira,Interior,1/2024,1412,0,44,0
COVID19Casos,PE,Garanhuns,Interior,1/2024,34007,0,357,0
COVID19Casos,PE,Glória do Goitá,Interior,1/2024,2785,0,52,0
COVID19Casos,PE,Goiana,Reg. Metropolitana,1/2024,12818,0,177,0
COVID19Casos,PE,Granito,Interior,1/2024,1043,0,12,0
COVID19Casos,PE,Gravatá,Interior,1/2024,13318,0,169,0
COVID19Casos,PE,Iati,Interior,1/2024,2129,0,20,0
COVID19Casos,PE,Ibimirim,Interior,1/2024,1177,0,32,0
COVID19Casos,PE,Ibirajuba,Interior,1/2024,615,0,12,0
COVID19Casos,PE,Igarassu,Reg. Metropolitana,1/2024,8212,0,262,0
COVID19Casos,PE,Iguaracy,Interior,1/2024,2089,0,38,0
COVID19Casos,PE,Ilha de Itamaracá,Reg. Metropolitana,1/2024,2350,0,38,0
COVID19Casos,PE,Inajá,Interior,1/2024,1355,0,17,0
COVID19Casos,PE,Ingazeira,Interior,1/2024,1003,0,9,0
COVID19Casos,PE,Ipojuca,Reg. Metropolitana,1/2024,7184,0,194,0
COVID19Casos,PE,Ipubi,Interior,1/2024,2075,0,68,0
COVID19Casos,PE,Itacuruba,Interior,1/2024,1207,0,9,0
COVID19Casos,PE,Itaíba,Interior,1/2024,1256,0,17,0
COVID19Casos,PE,Itambé,Interior,1/2024,3504,0,58,0
COVID19Casos,PE,Itapetim,Interior,1/2024,3006,0,39,0
COVID19Casos,PE,Itapissuma,Reg. Metropolitana,1/2024,1441,0,54,0
COVID19Casos,PE,Itaquitinga,Interior,1/2024,1300,0,41,0
COVID19Casos,PE,Jaboatão dos Guararapes,Reg. Metropolitana,1/2024,58382,0,1884,0
COVID19Casos,PE,Jaqueira,Interior,1/2024,820,0,20,0
COVID19Casos,PE,Jataúba,Interior,1/2024,2186,0,23,0
COVID19Casos,PE,Jatobá,Interior,1/2024,2872,0,22,0
COVID19Casos,PE,João Alfredo,Interior,1/2024,1992,0,59,0
COVID19Casos,PE,Joaquim Nabuco,Interior,1/2024,881,0,31,0
COVID19Casos,PE,Jucati,Interior,1/2024,1411,0,14,0
COVID19Casos,PE,Jupi,Interior,1/2024,1744,0,28,0
COVID19Casos,PE,Jurema,Interior,1/2024,1376,0,29,0
COVID19Casos,PE,Lagoa de Itaenga,Interior,1/2024,2264,0,29,0
COVID19Casos,PE,Lagoa do Carro,Interior,1/2024,1824,0,32,0
COVID19Casos,PE,Lagoa do Ouro,Interior,1/2024,1320,0,15,0
COVID19Casos,PE,Lagoa dos Gatos,Interior,1/2024,979,0,13,0
COVID19Casos,PE,Lagoa Grande,Interior,1/2024,3507,0,43,0
COVID19Casos,PE,Lajedo,Interior,1/2024,4940,0,86,0
COVID19Casos,PE,Limoeiro,Interior,1/2024,7364,0,133,0
COVID19Casos,PE,Macaparana,Interior,1/2024,3252,0,53,0
COVID19Casos,PE,Machados,Interior,1/2024,1647,0,20,0
COVID19Casos,PE,Manari,Interior,1/2024,962,0,8,0
COVID19Casos,PE,Maraial,Interior,1/2024,371,0,13,0
COVID19Casos,PE,Mirandiba,Interior,1/2024,3032,0,22,0
COVID19Casos,PE,Moreilândia,Interior,1/2024,2011,0,14,0
COVID19Casos,PE,Moreno,Reg. Metropolitana,1/2024,4680,0,128,0
COVID19Casos,PE,Nazaré da Mata,Interior,1/2024,1738,0,92,0
COVID19Casos,PE,Olinda,Reg. Metropolitana,1/2024,50071,0,1137,0
COVID19Casos,PE,Orobó,Interior,1/2024,2792,0,35,0
COVID19Casos,PE,Orocó,Interior,1/2024,1972,0,19,0
COVID19Casos,PE,Ouricuri,Interior,1/2024,5248,0,110,0
COVID19Casos,PE,Palmares,Interior,1/2024,6544,0,134,0
COVID19Casos,PE,Palmeirina,Interior,1/2024,611,0,10,0
COVID19Casos,PE,Panelas,Interior,1/2024,1996,0,35,0
COVID19Casos,PE,Paranatama,Interior,1/2024,625,0,26,0
COVID19Casos,PE,Parnamirim,Interior,1/2024,2254,0,39,0
COVID19Casos,PE,Passira,Interior,1/2024,2370,0,60,0
COVID19Casos,PE,Paudalho,Interior,1/2024,5065,0,120,0
COVID19Casos,PE,Paulista,Reg. Metropolitana,1/2024,22658,0,931,0
COVID19Casos,PE,Pedra,Interior,1/2024,2638,0,36,0
COVID19Casos,PE,Pesqueira,Interior,1/2024,10001,0,135,0
COVID19Casos,PE,Petrolândia,Interior,1/2024,4415,0,58,0
COVID19Casos,PE,Petrolina,Interior,1/2024,60591,0,611,0
COVID19Casos,PE,Poção,Interior,1/2024,1210,0,19,0
COVID19Casos,PE,Pombos,Interior,1/2024,2280,0,47,0
COVID19Casos,PE,Primavera,Interior,1/2024,1111,0,21,0
COVID19Casos,PE,Quipapá,Interior,1/2024,1779,0,19,0
COVID19Casos,PE,Quixaba,Interior,1/2024,989,0,14,0
COVID19Casos,PE,Recife,Reg. Metropolitana,1/2024,311359,0,6880,0
COVID19Casos,PE,Riacho das Almas,Interior,1/2024,2228,0,38,0
COVID19Casos,PE,Ribeirão,Interior,1/2024,889,0,86,0
COVID19Casos,PE,Rio Formoso,Interior,1/2024,2744,0,45,0
COVID19Casos,PE,Sairé,Interior,1/2024,1183,0,18,0
COVID19Casos,PE,Salgadinho,Interior,1/2024,546,0,8,0
COVID19Casos,PE,Salgueiro,Interior,1/2024,19336,0,135,0
COVID19Casos,PE,Saloá,Interior,1/2024,1845,0,26,0
COVID19Casos,PE,Sanharó,Interior,1/2024,2966,0,29,0
COVID19Casos,PE,Santa Cruz,Interior,1/2024,1391,0,13,0
COVID19Casos,PE,Santa Cruz da Baixa Verde,Interior,1/2024,783,0,20,0
COVID19Casos,PE,Santa Cruz do Capibaribe,Interior,1/2024,13761,0,191,0
COVID19Casos,PE,Santa Filomena,Interior,1/2024,1319,0,18,0
COVID19Casos,PE,Santa Maria da Boa Vista,Interior,1/2024,2097,0,37,0
COVID19Casos,PE,Santa Maria do Cambucá,Interior,1/2024,1823,0,22,0
COVID19Casos,PE,Santa Terezinha,Interior,1/2024,1615,0,31,0
COVID19Casos,PE,São Benedito do Sul,Interior,1/2024,918,0,18,0
COVID19Casos,PE,São Bento do Una,Interior,1/2024,6935,0,92,0
COVID19Casos,PE,São Caitano,Interior,1/2024,4585,0,95,0
COVID19Casos,PE,São João,Interior,1/2024,2254,0,35,0
COVID19Casos,PE,São Joaquim do Monte,Interior,1/2024,2241,0,44,0
COVID19Casos,PE,São José da Coroa Grande,Interior,1/2024,1840,0,44,0
COVID19Casos,PE,São José do Belmonte,Interior,1/2024,3091,0,67,0
COVID19Casos,PE,São José do Egito,Interior,1/2024,6072,0,64,0
COVID19Casos,PE,São Lourenço da Mata,Reg. Metropolitana,1/2024,7331,0,293,0
COVID19Casos,PE,São Vicente Férrer,Interior,1/2024,2684,0,38,0
COVID19Casos,PE,Serra Talhada,Interior,1/2024,21957,0,208,0
COVID19Casos,PE,Serrita,Interior,1/2024,3998,0,29,0
COVID19Casos,PE,Sertânia,Interior,1/2024,3888,0,61,0
COVID19Casos,PE,Sirinhaém,Interior,1/2024,2529,0,64,0
COVID19Casos,PE,Solidão,Interior,1/2024,1425,0,4,0
COVID19Casos,PE,Surubim,Interior,1/2024,6449,0,98,0
COVID19Casos,PE,Tabira,Interior,1/2024,5117,0,55,0
COVID19Casos,PE,Tacaimbó,Interior,1/2024,633,0,18,0
COVID19Casos,PE,Tacaratu,Interior,1/2024,1351,0,31,0
COVID19Casos,PE,Tamandaré,Interior,1/2024,1040,0,41,0
COVID19Casos,PE,Taquaritinga do Norte,Interior,1/2024,1201,0,30,0
COVID19Casos,PE,Terezinha,Interior,1/2024,1230,0,11,0
COVID19Casos,PE,Terra Nova,Interior,1/2024,3145,0,16,0
COVID19Casos,PE,Timbaúba,Interior,1/2024,7081,0,136,0
COVID19Casos,PE,Toritama,Interior,1/2024,2612,0,51,0
COVID19Casos,PE,Tracunhaém,Interior,1/2024,967,0,27,0
COVID19Casos,PE,Trindade,Interior,1/2024,2826,0,60,0
COVID19Casos,PE,Triunfo,Interior,1/2024,2081,0,32,0
COVID19Casos,PE,Tupanatinga,Interior,1/2024,1806,0,15,0
COVID19Casos,PE,Tuparetama,Interior,1/2024,1538,0,32,0
COVID19Casos,PE,Venturosa,Interior,1/2024,3489,0,39,0
COVID19Casos,PE,Verdejante,Interior,1/2024,1017,0,12,0
COVID19Casos,PE,Vertente do Lério,Interior,1/2024,1072,0,10,0
COVID19Casos,PE,Vertentes,Interior,1/2024,3109,0,15,0
COVID19Casos,PE,Vicência,Interior,1/2024,1957,0,39,0
COVID19Casos,PE,Vitória de Santo Antão,Interior,1/2024,15274,0,378,0
COVID19Casos,PE,Xexéu,Interior,1/2024,1211,0,30,0
COVID19Casos,PI,,Interior,1/2024,0,0,0,0
COVID19Casos,PI,Acauã,Interior,1/2024,258,0,3,0
COVID19Casos,PI,Agricolândia,Interior,1/2024,1066,0,13,0
COVID19Casos,PI,Água Branca,Interior,1/2024,1950,0,78,0
COVID19Casos,PI,Alagoinha do Piauí,Interior,1/2024,412,0,13,0
COVID19Casos,PI,Alegrete do Piauí,Interior,1/2024,667,0,9,0
COVID19Casos,PI,Alto Longá,Interior,1/2024,973,0,18,0
COVID19Casos,PI,Altos,Reg. Metropolitana,1/2024,6619,0,124,0
COVID19Casos,PI,Alvorada do Gurguéia,Interior,1/2024,1003,0,15,0
COVID19Casos,PI,Amarante,Interior,1/2024,1934,0,42,0
COVID19Casos,PI,Angical do Piauí,Interior,1/2024,904,0,13,0
COVID19Casos,PI,Anísio de Abreu,Interior,1/2024,315,0,16,0
COVID19Casos,PI,Antônio Almeida,Interior,1/2024,432,0,11,0
COVID19Casos,PI,Aroazes,Interior,1/2024,822,0,15,0
COVID19Casos,PI,Aroeiras do Itaim,Interior,1/2024,190,0,3,0
COVID19Casos,PI,Arraial,Interior,1/2024,173,0,3,0
COVID19Casos,PI,Assunção do Piauí,Interior,1/2024,412,0,11,0
COVID19Casos,PI,Avelino Lopes,Interior,1/2024,872,0,26,0
COVID19Casos,PI,Baixa Grande do Ribeiro,Interior,1/2024,2709,0,37,0
COVID19Casos,PI,"Barra D'Alcântara",Interior,1/2024,224,0,6,0
COVID19Casos,PI,Barras,Interior,1/2024,7076,0,112,0
COVID19Casos,PI,Barreiras do Piauí,Interior,1/2024,114,0,4,0
COVID19Casos,PI,Barro Duro,Interior,1/2024,880,0,12,0
COVID19Casos,PI,Batalha,Interior,1/2024,1613,0,43,0
COVID19Casos,PI,Bela Vista do Piauí,Interior,1/2024,329,0,7,0
COVID19Casos,PI,Belém do Piauí,Interior,1/2024,627,0,8,0
COVID19Casos,PI,Beneditinos,Reg. Metropolitana,1/2024,1644,0,44,0
COVID19Casos,PI,Bertolínia,Interior,1/2024,1331,0,12,0
COVID19Casos,PI,Betânia do Piauí,Interior,1/2024,184,0,4,0
COVID19Casos,PI,Boa Hora,Interior,1/2024,608,0,7,0
COVID19Casos,PI,Bocaina,Interior,1/2024,453,0,11,0
COVID19Casos,PI,Bom Jesus,Interior,1/2024,3978,0,58,0
COVID19Casos,PI,Bom Princípio do Piauí,Interior,1/2024,304,0,14,0
COVID19Casos,PI,Bonfim do Piauí,Interior,1/2024,519,0,9,0
COVID19Casos,PI,Boqueirão do Piauí,Interior,1/2024,897,0,17,0
COVID19Casos,PI,Brasileira,Interior,1/2024,1140,0,22,0
COVID19Casos,PI,Brejo do Piauí,Interior,1/2024,249,0,6,0
COVID19Casos,PI,Buriti dos Lopes,Interior,1/2024,1777,0,40,0
COVID19Casos,PI,Buriti dos Montes,Interior,1/2024,726,0,11,0
COVID19Casos,PI,Cabeceiras do Piauí,Interior,1/2024,966,0,19,0
COVID19Casos,PI,Cajazeiras do Piauí,Interior,1/2024,93,0,2,0
COVID19Casos,PI,Cajueiro da Praia,Interior,1/2024,502,0,21,0
COVID19Casos,PI,Caldeirão Grande do Piauí,Interior,1/2024,552,0,2,0
COVID19Casos,PI,Campinas do Piauí,Interior,1/2024,264,0,2,0
COVID19Casos,PI,Campo Alegre do Fidalgo,Interior,1/2024,600,0,3,0
COVID19Casos,PI,Campo Grande do Piauí,Interior,1/2024,545,0,11,0
COVID19Casos,PI,Campo Largo do Piauí,Interior,1/2024,521,0,8,0
COVID19Casos,PI,Campo Maior,Interior,1/2024,7197,0,181,0
COVID19Casos,PI,Canavieira,Interior,1/2024,494,0,8,0
COVID19Casos,PI,Canto do Buriti,Interior,1/2024,1712,0,54,0
COVID19Casos,PI,Capitão de Campos,Interior,1/2024,856,0,31,0
COVID19Casos,PI,Capitão Gervásio Oliveira,Interior,1/2024,146,0,12,0
COVID19Casos,PI,Caracol,Interior,1/2024,442,0,19,0
COVID19Casos,PI,Caraúbas do Piauí,Interior,1/2024,199,0,12,0
COVID19Casos,PI,Caridade do Piauí,Interior,1/2024,875,0,6,0
COVID19Casos,PI,Castelo do Piauí,Interior,1/2024,2560,0,41,0
COVID19Casos,PI,Caxingó,Interior,1/2024,160,0,2,0
COVID19Casos,PI,Cocal,Interior,1/2024,2060,0,54,0
COVID19Casos,PI,Cocal de Telha,Interior,1/2024,632,0,14,0
COVID19Casos,PI,Cocal dos Alves,Interior,1/2024,440,0,8,0
COVID19Casos,PI,Coivaras,Reg. Metropolitana,1/2024,361,0,6,0
COVID19Casos,PI,Colônia do Gurguéia,Interior,1/2024,729,0,14,0
COVID19Casos,PI,Colônia do Piauí,Interior,1/2024,1010,0,6,0
COVID19Casos,PI,Conceição do Canindé,Interior,1/2024,534,0,7,0
COVID19Casos,PI,Coronel José Dias,Interior,1/2024,131,0,6,0
COVID19Casos,PI,Corrente,Interior,1/2024,2405,0,38,0
COVID19Casos,PI,Cristalândia do Piauí,Interior,1/2024,72,0,4,0
COVID19Casos,PI,Cristino Castro,Interior,1/2024,1060,0,15,0
COVID19Casos,PI,Curimatá,Interior,1/2024,1219,0,27,0
COVID19Casos,PI,Currais,Interior,1/2024,670,0,3,0
COVID19Casos,PI,Curral Novo do Piauí,Interior,1/2024,361,0,2,0
COVID19Casos,PI,Curralinhos,Reg. Metropolitana,1/2024,674,0,4,0
COVID19Casos,PI,Demerval Lobão,Reg. Metropolitana,1/2024,3849,0,45,0
COVID19Casos,PI,Dirceu Arcoverde,Interior,1/2024,383,0,13,0
COVID19Casos,PI,Dom Expedito Lopes,Interior,1/2024,786,0,14,0
COVID19Casos,PI,Dom Inocêncio,Interior,1/2024,719,0,8,0
COVID19Casos,PI,Domingos Mourão,Interior,1/2024,281,0,5,0
COVID19Casos,PI,Elesbão Veloso,Interior,1/2024,758,0,36,0
COVID19Casos,PI,Eliseu Martins,Interior,1/2024,420,0,17,0
COVID19Casos,PI,Esperantina,Interior,1/2024,3181,0,108,0
COVID19Casos,PI,Fartura do Piauí,Interior,1/2024,190,0,7,0
COVID19Casos,PI,Flores do Piauí,Interior,1/2024,189,0,6,0
COVID19Casos,PI,Floresta do Piauí,Interior,1/2024,108,0,4,0
COVID19Casos,PI,Floriano,Interior,1/2024,11085,0,187,0
COVID19Casos,PI,Francinópolis,Interior,1/2024,81,0,7,0
COVID19Casos,PI,Francisco Ayres,Interior,1/2024,530,0,7,0
COVID19Casos,PI,Francisco Macedo,Interior,1/2024,604,0,6,0
COVID19Casos,PI,Francisco Santos,Interior,1/2024,790,0,8,0
COVID19Casos,PI,Fronteiras,Interior,1/2024,1329,0,13,0
COVID19Casos,PI,Geminiano,Interior,1/2024,715,0,6,0
COVID19Casos,PI,Gilbués,Interior,1/2024,1139,0,7,0
COVID19Casos,PI,Guadalupe,Interior,1/2024,1703,0,29,0
COVID19Casos,PI,Guaribas,Interior,1/2024,108,0,2,0
COVID19Casos,PI,Hugo Napoleão,Interior,1/2024,905,0,9,0
COVID19Casos,PI,Ilha Grande,Interior,1/2024,1370,0,21,0
COVID19Casos,PI,Inhuma,Interior,1/2024,1788,0,32,0
COVID19Casos,PI,Ipiranga do Piauí,Interior,1/2024,876,0,20,0
COVID19Casos,PI,Isaías Coelho,Interior,1/2024,1099,0,10,0
COVID19Casos,PI,Itainópolis,Interior,1/2024,1796,0,15,0
COVID19Casos,PI,Itaueira,Interior,1/2024,792,0,28,0
COVID19Casos,PI,Jacobina do Piauí,Interior,1/2024,633,0,4,0
COVID19Casos,PI,Jaicós,Interior,1/2024,3184,0,44,0
COVID19Casos,PI,Jardim do Mulato,Interior,1/2024,364,0,5,0
COVID19Casos,PI,Jatobá do Piauí,Interior,1/2024,405,0,11,0
COVID19Casos,PI,Jerumenha,Interior,1/2024,215,0,8,0
COVID19Casos,PI,João Costa,Interior,1/2024,331,0,4,0
